carat,cut,color,clarity,depth,table,x,y,z,price_predicted
0.38,Good,D,VVS1,61.3,61.0,4.68,4.72,2.88,487.5764455895405
0.73,Good,E,SI1,63.2,58.0,5.7,5.76,3.62,2902.489268018293
1.01,Very Good,H,SI1,61.9,57.0,6.36,6.41,3.95,5450.656671186629
0.4,Premium,F,VS1,62.5,59.0,4.69,4.66,2.92,645.5745159280195
1.57,Ideal,J,VVS2,61.4,57.0,7.45,7.5,4.59,10203.675798370801
1.29,Ideal,J,VS2,60.9,58.0,7.05,7.0,4.28,7691.375414339884
0.25,Very Good,F,VVS2,62.4,55.0,4.03,4.06,2.52,282.920179390916
0.34,Ideal,E,VS2,62.5,55.0,4.45,4.48,2.79,709.8269902346146
0.39,Premium,F,SI1,60.1,59.0,4.77,4.74,2.86,925.4141195119882
0.41,Ideal,F,VVS1,61.9,56.0,4.79,4.77,2.96,1057.1866987402173
0.53,Ideal,E,VS2,62.8,55.0,5.21,5.17,3.26,1743.7963463404267
1.25,Premium,G,VS1,61.8,58.0,6.94,6.91,4.28,7218.837423754527
0.71,Premium,F,VS1,61.1,58.0,5.76,5.72,3.51,3031.6087748555
0.36,Ideal,E,VS2,62.6,56.0,4.56,4.52,2.84,661.8130284122599
0.51,Very Good,E,VVS2,61.3,55.0,5.14,5.16,3.16,1922.8490918522875
0.5,Ideal,D,VVS2,60.4,54.0,5.23,5.17,3.14,1983.135953318244
0.91,Premium,D,SI1,63.0,59.0,6.15,6.11,3.86,4207.3277673278935
0.32,Premium,G,VS1,61.4,58.0,4.4,4.36,2.69,469.5276255888857
1.11,Ideal,J,SI2,62.6,54.0,6.61,6.64,4.15,6376.779389889893
2.16,Premium,J,SI1,60.5,59.0,8.41,8.35,5.07,15306.029999002389
1.19,Premium,E,VS1,59.8,58.0,7.01,6.94,4.17,6890.393516797956
0.35,Ideal,E,VS1,61.9,56.0,4.53,4.55,2.81,737.3553038161299
0.54,Very Good,F,VS1,61.6,59.0,5.26,5.2,3.22,1622.9174414125337
0.34,Ideal,F,VS2,60.7,56.0,4.56,4.53,2.76,832.7141652593527
1.27,Premium,J,SI2,60.4,58.0,7.04,7.0,4.24,7590.855975694232
0.47,Ideal,H,IF,62.4,57.0,4.97,5.0,3.11,1278.5423823972924
1.22,Premium,H,VS1,58.9,59.0,7.02,6.96,4.12,7279.154591727827
1.76,Ideal,I,SI2,61.2,55.0,7.79,7.76,4.76,12057.130750423594
0.53,Very Good,G,SI1,63.4,54.0,5.09,5.13,3.24,1877.3207449958463
0.35,Premium,D,VS2,59.7,58.0,4.61,4.57,2.74,876.0219630650026
1.5,Good,H,SI2,63.6,60.0,7.3,7.23,4.63,8883.49757467082
2.04,Premium,G,SI2,60.3,59.0,8.23,8.3,4.98,14292.179733489138
0.31,Ideal,H,VVS1,62.3,53.0,4.35,4.38,2.72,755.7977985338075
0.55,Premium,D,VVS1,60.3,59.0,5.34,5.3,3.21,1895.504472572571
0.7,Ideal,G,SI1,61.9,58.0,5.66,5.69,3.51,2890.7091395903226
0.52,Premium,F,SI1,59.5,59.0,5.24,5.31,3.14,1866.3912213246294
0.32,Ideal,G,VS2,60.3,57.0,4.46,4.43,2.68,720.647360994677
0.29,Very Good,G,VVS1,62.0,58.0,4.19,4.23,2.61,290.6688040642366
1.21,Ideal,I,VVS1,61.6,55.0,6.88,6.8,4.21,7206.680834614333
1.27,Ideal,F,VS2,62.8,56.0,6.9,6.86,4.32,7483.668015660067
0.37,Very Good,D,SI1,61.0,62.0,4.61,4.64,2.82,424.74467047395956
1.01,Premium,F,SI1,60.6,58.0,6.54,6.49,3.95,5382.771848846298
0.76,Ideal,F,VS2,61.0,55.0,5.89,5.92,3.6,3736.9697555393395
0.59,Ideal,E,SI1,62.9,57.0,5.36,5.33,3.36,1978.2934491162741
1.8,Good,I,SI2,63.2,58.0,7.66,7.75,4.87,11945.850591826405
0.75,Ideal,F,SI2,62.1,55.0,5.83,5.87,3.63,3482.5883246955345
1.07,Ideal,D,IF,60.9,54.0,6.66,6.73,4.08,6232.288990746389
0.4,Premium,D,VS2,59.1,57.0,4.87,4.81,2.86,1312.9605740635598
0.28,Good,J,VVS2,58.4,60.0,4.27,4.33,2.51,611.1703905413997
0.71,Very Good,E,VS2,62.9,57.0,5.68,5.7,3.58,2872.7262469882226
0.6,Ideal,I,SI2,62.2,54.0,5.4,5.44,3.37,2487.6652904102484
1.05,Ideal,F,VVS2,62.1,54.0,6.55,6.52,4.06,5905.036198340529
0.33,Ideal,E,VVS1,61.5,56.0,4.49,4.46,2.75,649.8897858023156
0.71,Ideal,E,VS2,62.0,57.0,5.71,5.74,3.55,3018.044760568813
1.01,Premium,F,SI1,62.8,59.0,6.4,6.36,4.01,5010.706004874122
0.33,Premium,I,VS1,61.6,60.0,4.42,4.45,2.73,312.5612203982855
0.9,Very Good,F,VS2,64.2,59.0,6.07,6.11,3.91,3962.339891045347
0.74,Ideal,F,VS1,62.3,57.0,5.79,5.77,3.6,3176.765876004516
1.04,Premium,G,I1,62.2,58.0,6.46,6.41,4.0,5479.702819035514
0.51,Ideal,D,VS2,62.4,55.0,5.12,5.14,3.2,1725.1598271937219
0.58,Very Good,H,SI1,63.3,56.0,5.34,5.31,3.37,1916.9924285812813
1.02,Very Good,D,SI2,63.4,59.0,6.41,6.37,4.05,4984.391008812259
0.41,Ideal,I,VS2,62.0,57.0,4.74,4.77,2.95,1000.0542228587619
0.43,Ideal,I,VVS2,62.6,57.0,4.79,4.82,3.01,1031.3938578926973
1.13,Ideal,E,VS2,61.4,58.0,6.71,6.74,4.13,6302.135156557111
0.39,Fair,E,SI1,65.6,60.0,4.5,4.56,2.97,49.680412244881154
1.0,Premium,J,SI2,62.7,58.0,6.32,6.28,3.95,5123.790095764753
0.56,Good,E,VS2,62.3,63.0,5.22,5.27,3.27,1345.199162140525
1.15,Premium,G,SI1,63.0,59.0,6.68,6.63,4.19,6123.513538325176
0.81,Ideal,H,IF,61.6,58.0,5.98,6.01,3.69,3734.9329556985977
1.27,Premium,J,VVS1,60.1,58.0,7.06,6.99,4.22,7624.49274441735
0.73,Ideal,G,VS2,61.6,56.0,5.8,5.83,3.58,3303.813692334501
0.31,Ideal,G,VVS1,60.8,56.0,4.36,4.39,2.66,741.3838618446171
0.68,Very Good,G,IF,62.7,56.0,5.56,5.6,3.5,2842.6759951651184
0.51,Good,D,VS2,60.1,65.0,5.14,5.17,3.1,1147.6786943146035
1.2,Very Good,I,VS1,63.1,58.0,6.7,6.62,4.2,6713.552336504212
0.4,Very Good,H,VS1,63.4,58.0,4.74,4.66,2.98,500.7457009143909
1.54,Fair,I,SI2,64.6,56.0,7.3,7.26,4.7,9519.232232039667
0.77,Very Good,E,SI2,60.4,58.0,5.91,5.95,3.58,3635.6050716496065
0.44,Very Good,E,SI1,62.2,60.0,4.79,4.86,3.0,916.3865686132121
0.92,Premium,G,SI2,58.4,58.0,6.4,6.34,3.73,5034.6494176020715
1.01,Premium,E,SI1,59.5,60.0,6.54,6.46,3.87,5398.627343853359
0.82,Fair,F,SI1,64.9,58.0,5.83,5.79,3.77,3356.167811821033
0.41,Ideal,G,VS1,61.7,57.0,4.81,4.78,2.96,970.5420544377885
0.44,Very Good,F,VVS1,62.1,60.0,4.84,4.92,3.03,875.8698599078525
0.56,Ideal,D,SI2,62.2,55.0,5.29,5.32,3.3,2092.3987846539494
0.26,Very Good,E,VVS2,61.7,61.0,4.08,4.12,2.53,-139.87043801100663
0.39,Ideal,G,IF,61.6,56.0,4.69,4.73,2.9,1030.6891110450888
0.7,Fair,I,I1,68.6,57.0,5.46,5.34,3.71,1876.2861881488861
1.2,Premium,G,SI2,62.6,61.0,6.73,6.68,4.2,6474.18258803258
2.0,Very Good,H,SI2,61.0,57.0,8.02,8.18,4.94,14191.718699308116
0.54,Very Good,I,VS2,62.3,56.0,5.17,5.22,3.24,1905.3404885765813
0.54,Ideal,D,VS2,61.1,56.0,5.29,5.25,3.22,1993.838647548666
1.6,Very Good,I,VS1,62.3,59.0,7.46,7.51,4.66,10127.751562827094
0.37,Ideal,E,VS1,61.4,55.0,4.62,4.66,2.85,1045.043328736294
1.09,Ideal,G,VVS2,61.8,56.0,6.58,6.62,4.08,6157.699997836786
0.71,Ideal,G,VS1,61.5,56.0,5.74,5.78,3.54,3184.3870057923814
1.0,Premium,D,SI1,59.2,62.0,6.54,6.49,3.86,5150.481927810695
0.33,Ideal,E,VS2,61.5,57.0,4.41,4.47,2.73,652.5966857389903
1.2,Very Good,I,VS1,62.6,59.0,6.69,6.73,4.2,6732.973989807935
1.21,Premium,G,VS1,62.7,58.0,6.76,6.85,4.27,6839.2400197201805
0.42,Ideal,E,VVS2,62.3,55.0,4.81,4.76,2.98,1158.4556508540554
0.31,Good,G,VS1,63.2,56.0,4.28,4.29,2.71,353.0283866916943
1.01,Premium,D,VVS2,62.4,58.0,6.44,6.39,4.0,5142.99606215827
0.99,Fair,J,I1,73.6,60.0,6.01,5.8,4.35,2985.096396261466
1.07,Premium,H,VS2,60.6,60.0,6.66,6.63,4.03,5675.028795733177
0.92,Premium,F,SI2,61.8,58.0,6.19,6.23,3.84,4614.420325709534
1.04,Very Good,G,VVS2,62.8,54.0,6.39,6.5,4.05,5863.26261797997
0.3,Premium,G,VVS1,62.6,58.0,4.27,4.29,2.68,176.6893516620985
0.62,Very Good,D,VVS2,58.1,63.0,5.59,5.66,3.27,2381.1354790178084
0.7,Ideal,F,SI2,62.1,57.0,5.65,5.69,3.52,2965.2206891078094
1.0,Premium,G,SI2,60.7,59.0,6.45,6.41,3.9,5264.942745251397
1.03,Ideal,G,SI1,60.8,57.0,6.52,6.47,3.95,5682.8477062707225
0.71,Ideal,G,VVS1,61.1,57.0,5.76,5.8,3.53,3138.6931530672446
0.3,Ideal,H,VVS1,62.5,53.8,4.31,4.33,2.69,574.9379144353552
0.4,Good,I,VS1,63.8,55.0,4.69,4.65,2.98,789.49733061402
0.5,Good,E,VS2,64.1,58.0,5.03,5.01,3.22,1077.3795636610375
0.26,Very Good,E,VVS2,62.9,56.0,4.07,4.1,2.57,137.98788279430664
0.33,Very Good,G,VS2,62.1,56.0,4.41,4.44,2.75,631.1486274958515
0.4,Ideal,D,VVS2,62.2,55.0,4.74,4.72,2.94,1052.6830574057058
0.53,Very Good,E,SI1,63.0,55.0,5.14,5.18,3.25,1794.8236764035973
0.7,Very Good,F,SI1,62.3,57.0,5.65,5.69,3.53,2924.8284309287956
0.36,Ideal,E,VS2,61.9,56.0,4.55,4.56,2.82,819.1215225958258
0.48,Premium,E,SI2,62.9,60.0,4.93,4.9,3.09,1024.1110792008694
0.72,Ideal,D,SI1,60.5,56.0,5.79,5.84,3.52,3432.4283663965907
0.51,Very Good,F,VS2,58.6,58.0,5.22,5.29,3.08,2067.437913197111
0.26,Ideal,G,VS1,62.5,53.0,4.1,4.13,2.57,487.39392728824896
1.0,Good,F,I1,64.2,59.0,6.26,6.3,4.03,4798.932302146784
0.26,Ideal,F,IF,62.0,56.0,4.07,4.1,2.53,319.9550103560214
0.32,Ideal,G,VVS1,60.2,56.0,4.45,4.49,2.69,859.7043954387336
0.79,Premium,G,VS1,61.3,59.0,5.97,5.91,3.64,3485.8198138656517
1.07,Ideal,H,VS2,62.1,57.0,6.53,6.49,4.04,5837.308857029391
0.9,Premium,D,SI2,58.1,60.0,6.26,6.24,3.63,4851.950646248162
2.35,Premium,J,VS1,60.7,60.0,8.64,8.6,5.23,16915.556519409474
1.11,Ideal,I,VS1,63.0,56.0,6.61,6.57,4.15,6087.660780717384
0.36,Good,E,VVS1,58.2,56.0,4.68,4.74,2.74,1410.430904914032
0.3,Good,F,VVS1,61.1,61.0,4.29,4.32,2.63,150.70085358623692
0.53,Ideal,G,VS1,61.8,55.0,5.17,5.22,3.21,2000.9325430088575
0.79,Premium,J,SI1,58.8,62.0,6.03,6.01,3.54,3613.320101690784
0.33,Premium,D,SI2,61.6,59.0,4.42,4.41,2.72,411.7314032939248
1.36,Premium,I,VS1,62.0,59.0,7.1,7.06,4.39,8056.468884404911
1.03,Very Good,H,SI2,60.9,57.0,6.5,6.58,3.98,5695.996392733896
0.42,Premium,G,VVS1,59.8,58.0,4.88,4.85,2.91,1273.5136401222699
0.32,Ideal,H,VVS1,61.6,54.0,4.42,4.45,2.73,816.4158351441874
0.56,Ideal,E,VS1,61.8,56.0,5.28,5.33,3.28,2085.029146104742
0.34,Premium,G,VVS1,59.0,62.0,4.6,4.56,2.7,515.5020619684947
0.5,Very Good,D,VS1,59.8,58.0,5.12,5.14,3.07,1837.8395662577932
3.11,Fair,J,I1,65.9,57.0,9.15,9.02,5.98,23677.770420887024
0.56,Ideal,D,VS2,60.9,56.0,5.35,5.32,3.25,2175.1727539119966
0.3,Ideal,E,VVS1,60.6,57.0,4.33,4.35,2.63,609.2176812313373
0.37,Ideal,E,VS1,61.6,54.7,4.61,4.63,2.85,1046.2095729459797
0.53,Ideal,G,VS2,61.6,56.0,5.24,5.19,3.21,1846.5759666358572
1.6,Very Good,D,SI2,60.6,58.0,7.55,7.61,4.59,10461.225199341408
0.31,Ideal,D,SI1,62.1,56.0,4.33,4.37,2.7,515.9939671902466
1.54,Very Good,J,VS1,63.5,57.0,7.27,7.37,4.65,9685.21391624687
0.33,Very Good,G,VVS2,62.8,57.0,4.39,4.47,2.78,415.6322296979524
0.31,Good,H,VS2,63.5,57.0,4.32,4.34,2.75,142.05200841223996
0.71,Premium,G,SI1,58.5,58.0,5.87,5.82,3.42,3419.8580345640985
1.01,Premium,F,SI2,61.1,57.0,6.48,6.44,3.95,5458.370313800679
0.3,Ideal,F,VVS1,61.9,58.0,4.26,4.3,2.65,331.91831413856926
1.31,Ideal,H,VS1,62.5,56.0,6.95,7.03,4.37,7918.878720092085
0.71,Ideal,I,VS2,61.6,57.0,5.7,5.62,3.49,3103.6067097939595
0.41,Ideal,D,SI1,61.6,55.0,4.8,4.78,2.95,1207.24827346866
1.0,Premium,F,VS1,62.6,58.0,6.37,6.4,4.0,5087.432450473585
1.07,Ideal,D,VS1,61.8,57.0,6.55,6.58,4.06,5878.146685784355
0.52,Premium,G,VS1,62.6,59.0,5.08,5.11,3.19,1434.4282258334242
1.05,Ideal,G,VS2,62.8,57.0,6.49,6.45,4.06,5531.488414803045
0.33,Ideal,D,VVS2,61.7,55.0,4.46,4.49,2.76,752.2680549056095
1.5,Very Good,F,SI2,62.3,60.0,7.29,7.34,4.56,9165.084714154771
0.41,Ideal,H,SI2,61.7,56.0,4.8,4.77,2.95,1084.4833972237357
0.71,Very Good,F,VS1,62.9,55.0,5.68,5.71,3.58,3076.901276388504
0.5,Good,D,SI1,63.8,60.0,5.0,5.03,3.2,974.5532350544418
1.01,Very Good,D,VS2,63.1,60.0,6.39,6.35,4.02,4860.644430145672
1.71,Good,H,VS2,63.7,58.0,7.57,7.54,4.81,10984.613505079045
0.4,Ideal,F,VVS1,62.2,56.0,4.71,4.74,2.94,991.2785552877322
0.32,Very Good,G,VS1,61.7,55.0,4.37,4.41,2.71,756.6452941573662
0.5,Very Good,E,SI1,60.7,61.0,5.09,5.12,3.1,1388.2133754707247
1.02,Fair,F,SI2,65.5,59.0,6.27,6.24,4.1,4734.127576174455
1.05,Very Good,G,SI2,62.5,60.0,6.45,6.5,4.05,5342.028929598038
1.36,Premium,E,VVS2,59.8,59.0,7.12,7.2,4.38,8486.45138768173
0.51,Ideal,E,SI1,62.3,56.0,5.15,5.12,3.2,1603.3459281553332
1.2,Premium,H,SI2,62.4,57.0,6.83,6.75,4.24,6796.781632609964
0.72,Ideal,F,VS1,62.0,56.0,5.76,5.73,3.56,3161.215481466479
0.49,Very Good,F,VVS1,62.2,56.0,5.04,5.08,3.14,1549.1477104644
0.36,Premium,H,SI1,61.3,57.0,4.65,4.61,2.84,712.3467767296752
0.7,Premium,D,SI1,62.1,62.0,5.63,5.58,3.48,2474.6109750636606
0.9,Premium,E,SI2,59.5,61.0,6.3,6.24,3.73,4416.22614674889
0.32,Premium,G,VVS1,58.1,59.0,4.53,4.49,2.62,875.0476450444112
2.0,Very Good,G,SI2,63.5,55.0,8.03,7.93,5.07,13863.575039176281
0.9,Good,F,SI2,63.3,57.0,6.08,6.14,3.87,4336.5035551083965
1.18,Ideal,E,SI2,60.9,57.0,6.86,6.89,4.19,6855.27643970234
0.36,Ideal,E,VS1,61.8,56.0,4.55,4.58,2.82,840.6366842380157
0.37,Ideal,F,VVS2,60.0,59.0,4.64,4.66,2.79,894.76895610668
0.3,Ideal,F,SI1,62.4,56.0,4.27,4.32,2.68,422.77763755022534
0.36,Premium,F,VS2,60.5,60.0,4.55,4.61,2.77,698.2348678608432
0.8,Premium,J,SI2,60.2,59.0,6.07,5.95,3.62,3687.6644040414794
1.51,Ideal,H,SI1,61.9,57.0,7.37,7.32,4.55,9552.811234927718
0.62,Very Good,F,VS2,59.8,58.0,5.55,5.59,3.33,2594.305200714578
0.71,Premium,H,SI1,62.4,59.0,5.65,5.6,3.51,2801.97404973226
0.32,Good,G,VS1,57.0,62.0,4.51,4.54,2.58,821.3700046767663
1.02,Ideal,G,VS2,62.8,57.0,6.36,6.45,4.02,5379.130345014975
0.41,Premium,H,VS1,62.0,56.0,4.78,4.74,2.95,1047.8046318829693
1.14,Ideal,G,VS2,62.0,55.0,6.68,6.77,4.17,6634.744210076795
0.52,Premium,G,SI1,60.6,61.0,5.19,5.17,3.14,1496.0540129221554
1.0,Good,H,SI1,62.7,60.0,6.24,6.3,3.93,5025.247281098691
0.56,Very Good,E,SI1,60.2,57.0,5.36,5.4,3.24,2207.1199458089286
0.32,Premium,G,SI1,61.0,61.0,4.41,4.38,2.68,233.31283655723018
0.37,Ideal,D,VVS2,61.6,54.0,4.61,4.64,2.85,1118.0338799449528
0.9,Good,G,SI1,63.2,59.0,6.05,6.1,3.84,4189.125904908593
1.01,Ideal,G,SI1,61.1,58.0,6.43,6.49,3.95,5424.832531268514
1.03,Ideal,J,SI1,62.3,57.0,6.48,6.43,4.02,5429.851909360854
0.78,Premium,G,SI2,60.6,58.0,6.02,5.99,3.64,3562.410321234762
0.33,Ideal,G,VS1,61.6,57.0,4.46,4.49,2.75,568.6457222369645
0.33,Ideal,H,VVS2,61.3,56.0,4.43,4.47,2.73,769.0100040403049
1.09,Ideal,H,SI1,61.9,57.0,6.63,6.58,4.09,5968.185654431845
0.5,Good,J,SI1,63.3,60.0,4.97,4.99,3.15,1111.5765972146874
1.01,Ideal,J,VS2,61.3,56.0,6.46,6.5,3.97,5549.732554915572
1.0,Very Good,E,VVS2,63.5,55.0,6.36,6.31,4.02,5218.150963001375
0.59,Premium,E,SI2,60.8,56.0,5.43,5.4,3.29,2417.874984209371
0.7,Very Good,H,SI2,59.9,57.0,5.74,5.77,3.45,3297.7594850528258
0.31,Premium,I,SI1,61.3,58.0,4.34,4.37,2.67,461.2548757210898
0.39,Premium,E,VS2,62.5,60.0,4.64,4.67,2.91,502.4037950303573
0.85,Ideal,E,SI1,61.8,54.0,6.1,6.14,3.78,4383.09885249396
0.73,Ideal,I,VVS2,62.3,55.0,5.76,5.77,3.59,3312.270246320604
1.09,Ideal,J,SI1,60.7,58.0,6.64,6.68,4.04,6101.624661304439
0.4,Ideal,D,SI2,61.3,56.0,4.72,4.77,2.91,1162.2296548610466
0.4,Very Good,E,SI1,61.7,60.0,4.68,4.72,2.9,722.5899237527738
0.22,Fair,E,VS2,65.1,61.0,3.87,3.78,2.49,-1006.9842637885522
0.31,Premium,E,VS2,60.3,58.0,4.42,4.37,2.65,559.6634835890509
1.19,Ideal,J,SI2,61.7,56.0,6.8,6.85,4.21,6978.041889802744
1.06,Fair,I,I1,64.5,57.0,6.47,6.33,4.13,5314.03191488485
0.61,Very Good,E,VS1,59.6,63.0,5.44,5.57,3.28,2159.9797094332243
0.82,Ideal,H,VVS2,61.4,56.0,6.01,6.05,3.71,4050.095832183204
1.01,Fair,G,I1,64.5,56.0,6.32,6.26,4.06,5070.561937643766
0.32,Ideal,E,VS2,61.4,56.0,4.4,4.43,2.71,677.861718403361
0.5,Premium,D,SI2,62.2,58.0,5.08,5.14,3.18,1405.110775379293
1.01,Premium,F,SI1,59.1,56.0,6.65,6.52,3.89,5747.56062200371
1.0,Very Good,F,SI2,62.7,58.0,6.3,6.36,3.97,5155.257345366479
0.31,Ideal,D,SI1,62.9,56.0,4.34,4.31,2.72,337.1703113644944
0.35,Ideal,E,VS2,62.4,57.0,4.52,4.55,2.83,547.4600043069404
0.7,Ideal,H,VS2,61.2,57.0,5.73,5.77,3.52,3048.507332340854
1.08,Ideal,G,SI2,62.2,56.0,6.56,6.59,4.09,5994.032195902515
1.21,Premium,D,VVS1,60.1,59.0,6.96,6.88,4.16,7003.103397355839
1.06,Premium,H,SI1,62.8,58.0,6.49,6.47,4.07,5538.196038370999
0.28,Ideal,I,VS2,62.4,56.0,4.19,4.22,2.62,305.5434455375289
0.5,Good,F,VS2,63.3,57.0,5.02,5.06,3.19,1357.0490025772451
1.01,Premium,D,SI1,61.6,58.0,6.47,6.42,3.97,5267.357947494946
0.42,Fair,D,SI1,64.7,61.0,4.7,4.73,3.05,203.25496359405588
1.53,Ideal,F,SI1,61.6,56.0,7.34,7.39,4.54,9972.595995348045
0.57,Premium,E,VS2,63.0,59.0,5.29,5.25,3.32,1625.8740363815232
0.41,Premium,D,VVS2,61.9,59.0,4.78,4.75,2.95,763.3365161238726
2.24,Ideal,F,SI2,60.3,59.0,8.47,8.5,5.12,16134.609475137248
0.41,Good,E,SI2,63.8,57.0,4.75,4.68,3.01,617.1897444308233
0.5,Very Good,G,SI1,62.4,52.0,5.1,5.15,3.2,1950.3393507258697
0.23,Very Good,F,VS2,59.1,59.0,4.02,4.07,2.39,343.2375542071677
1.11,Very Good,F,SI1,60.1,61.0,6.64,6.74,4.06,6136.737296309779
1.2,Ideal,E,SI2,61.3,56.0,6.85,6.88,4.21,7102.826944162804
1.14,Premium,F,VVS1,59.4,59.0,6.87,6.8,4.06,6506.278403404935
0.9,Ideal,G,SI2,62.5,56.0,6.15,6.2,3.86,4512.774912883468
1.22,Premium,G,VS1,62.2,59.0,6.82,6.87,4.26,6868.5568963188325
0.7,Premium,F,VS1,61.7,60.0,5.67,5.64,3.49,2711.19274356819
1.07,Premium,I,SI1,58.4,60.0,6.78,6.68,3.93,5965.393517860042
0.51,Very Good,E,SI2,63.3,56.0,5.12,5.08,3.23,1437.629319729087
0.3,Premium,E,SI1,62.5,60.0,4.24,4.27,2.66,30.832699771119223
1.12,Premium,G,SI2,61.2,58.0,6.69,6.67,4.09,6256.6021325422425
0.3,Premium,F,VS2,61.5,60.0,4.26,4.29,2.63,208.5278010963193
0.4,Premium,D,SI1,61.6,58.0,4.73,4.69,2.9,879.4511159281356
0.9,Premium,I,SI1,63.0,58.0,6.09,6.01,3.81,4273.10950869762
0.3,Ideal,H,VS1,61.6,57.0,4.3,4.33,2.66,444.61813960163636
0.74,Premium,F,SI2,61.4,57.0,5.82,5.8,3.57,3321.5258561868395
0.41,Very Good,J,VS2,63.4,56.0,4.73,4.7,2.99,827.0906949773998
0.52,Premium,E,SI1,61.6,58.0,5.17,5.12,3.17,1622.1080554051623
0.54,Ideal,D,VVS2,61.4,52.0,5.3,5.34,3.26,2333.424321953815
0.9,Very Good,H,SI2,61.2,57.0,6.21,6.27,3.82,4599.8625474417
0.7,Good,I,VS1,61.1,61.0,5.65,5.7,3.47,2760.507521397143
0.34,Very Good,H,VS2,62.4,60.0,4.41,4.44,2.76,270.12015572729433
0.7,Ideal,F,VS2,61.9,55.0,5.7,5.74,3.54,3147.756106339555
1.02,Very Good,G,VS2,63.0,57.0,6.37,6.39,4.02,5321.887395238551
1.0,Good,F,SI2,63.8,58.0,6.28,6.33,4.02,4957.413478821927
0.31,Ideal,I,SI2,61.0,56.0,4.39,4.43,2.69,664.7469211967618
1.23,Premium,G,VS1,62.2,58.0,6.78,6.74,4.27,7122.885253696717
0.7,Very Good,E,SI1,59.4,63.0,5.79,5.73,3.42,2719.9767446676233
0.54,Ideal,D,VS2,61.1,57.0,5.25,5.22,3.2,1941.9291751102683
0.38,Ideal,H,SI1,61.5,56.0,4.67,4.69,2.88,967.2414554039497
0.9,Fair,E,SI2,65.0,58.0,6.08,6.04,3.94,3885.1698813346084
1.0,Ideal,D,SI2,61.5,56.0,6.45,6.41,3.95,5409.202388050629
0.29,Very Good,G,VS2,61.9,55.0,4.25,4.28,2.64,541.9227462681229
2.01,Premium,E,SI1,60.4,61.0,8.05,7.98,4.84,13959.37248746338
1.32,Premium,F,SI2,60.6,60.0,7.1,7.05,4.29,7807.656622681374
0.72,Premium,F,VS2,61.5,58.0,5.73,5.69,3.51,3094.6223476247105
0.31,Premium,H,VS2,62.4,59.0,4.34,4.31,2.7,132.9281785651583
1.51,Fair,J,SI2,65.1,59.0,7.13,7.09,4.63,9001.13432049486
0.24,Ideal,H,IF,62.1,57.0,4.0,4.04,2.5,70.86484393110732
0.79,Ideal,E,VS2,59.3,57.0,6.02,6.06,3.58,4037.8748202035495
0.73,Premium,F,VS2,62.7,58.0,5.76,5.7,3.59,2921.3433891470886
0.9,Very Good,D,VS1,58.9,59.0,6.22,6.31,3.69,4849.2896971275495
0.51,Premium,F,VVS2,61.9,56.0,5.17,5.13,3.19,1658.9017900329272
0.29,Ideal,G,VVS2,60.7,54.0,4.33,4.37,2.64,788.7704554373922
0.68,Good,F,SI1,58.1,60.0,5.8,5.91,3.4,3072.737153592643
0.51,Ideal,D,VS2,61.1,56.0,5.16,5.2,3.17,1838.2839792569575
1.55,Ideal,I,VS2,61.8,55.0,7.4,7.44,4.58,10173.432835045523
1.51,Very Good,H,SI2,60.8,58.0,7.4,7.51,4.53,9645.89962268496
2.01,Ideal,I,SI1,62.9,57.0,8.05,7.98,5.04,13864.731738571812
1.04,Very Good,G,VVS1,58.2,60.0,6.66,6.71,3.89,5842.411678262588
0.98,Fair,G,SI1,64.4,56.0,6.33,6.24,4.03,4754.550991680131
0.25,Very Good,E,VVS1,62.9,58.0,4.01,4.03,2.53,-99.57558813188734
0.42,Ideal,H,VS1,61.2,57.0,4.87,4.8,2.96,1102.071110549732
1.1,Very Good,G,VVS1,60.4,57.0,6.7,6.77,4.07,6299.287304050833
0.41,Very Good,D,VS1,62.8,57.0,4.73,4.76,2.98,850.6182849276374
1.02,Premium,F,VS2,62.7,59.0,6.41,6.44,4.03,5130.27954349514
0.61,Very Good,H,VVS2,60.5,57.0,5.52,5.54,3.35,2483.6337866555987
0.4,Ideal,J,VS1,61.3,56.0,4.77,4.79,2.93,1098.6767862046727
0.34,Ideal,D,VS1,60.9,56.0,4.56,4.51,2.76,790.8009087715109
0.4,Ideal,E,SI2,61.0,58.0,4.76,4.78,2.91,967.9837380122699
0.41,Ideal,G,VVS2,61.7,55.0,4.81,4.85,2.98,1178.8761472522638
0.3,Ideal,H,SI1,62.4,55.0,4.3,4.32,2.69,485.7031379770233
0.31,Ideal,E,VS1,62.0,55.0,4.35,4.38,2.7,612.5677240441801
0.46,Very Good,E,VS2,62.2,58.0,4.95,4.99,3.09,1135.3601737956124
0.4,Ideal,G,IF,62.2,55.0,4.73,4.76,2.95,1068.4166822065672
0.3,Ideal,E,VS2,61.5,55.0,4.3,4.34,2.66,669.191263847566
1.09,Ideal,F,SI2,61.2,57.0,6.6,6.64,4.05,6151.99447177838
0.71,Very Good,E,SI1,63.1,58.0,5.65,5.69,3.58,2768.8499549841363
0.97,Ideal,G,SI2,61.6,56.0,6.31,6.39,3.91,5248.424716315863
1.02,Very Good,E,IF,61.7,60.0,6.38,6.52,3.98,5274.187532661881
0.42,Premium,D,SI2,60.0,61.0,4.89,4.85,2.92,914.6010782447411
